"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260503","경부선","의왕","4318","4307","20260506",""
"20260503","경부선","군포","2806","2599","20260506",""
"20260503","경부선","금정","16141","16274","20260506",""
"20260503","경부선","명학","3087","2983","20260506",""
"20260503","경부선","안양","13632","13407","20260506",""
"20260503","경부선","관악","4322","4295","20260506",""
"20260503","경부선","석수","4393","4225","20260506",""
"20260503","경부선","금천구청","5698","5848","20260506",""
"20260503","경부선","가산디지털단지","4830","6543","20260506",""
"20260503","경부선","구로","10930","11109","20260506",""
"20260503","경부선","신길","4860","4581","20260506",""
"20260503","경부선","신도림","2339","2830","20260506",""
"20260503","경부선","영등포","38713","37817","20260506",""
"20260503","경부선","대방","5299","6116","20260506",""
"20260503","경부선","노량진","6209","6270","20260506",""
"20260503","경부선","용산","56647","53651","20260506",""
"20260503","경부선","남영","5871","6248","20260506",""
"20260503","경부선","서울역","13602","3503","20260506",""
"20260503","경강선","성남","721","735","20260506",""
"20260503","경강선","여주","3171","2677","20260506",""
"20260503","경강선","세종대왕릉","343","305","20260506",""
"20260503","경강선","부발","1831","2019","20260506",""
"20260503","경강선","이천","2622","2592","20260506",""
"20260503","경강선","신둔도예촌","1142","1042","20260506",""
"20260503","경강선","곤지암","1558","1720","20260506",""
"20260503","경강선","초월","2055","2000","20260506",""
"20260503","경강선","경기광주","4363","4451","20260506",""
"20260503","경강선","삼동","1103","1050","20260506",""
"20260503","경강선","이매","646","558","20260506",""
"20260503","경강선","판교","3585","3145","20260506",""
"20260503","9호선2~3단계","중앙보훈병원","5012","4644","20260506",""
"20260503","9호선2~3단계","둔촌오륜","2416","2456","20260506",""
"20260503","9호선2~3단계","올림픽공원(한국체대)","15436","15103","20260506",""
"20260503","9호선2~3단계","한성백제","2141","1941","20260506",""
"20260503","9호선2~3단계","송파나루","4049","4154","20260506",""
"20260503","9호선2~3단계","석촌","6300","5606","20260506",""
"20260503","9호선2~3단계","석촌고분","4211","4343","20260506",""
"20260503","9호선2~3단계","삼전","4556","4459","20260506",""
"20260503","9호선2~3단계","종합운동장","5316","4382","20260506",""
"20260503","9호선2~3단계","봉은사","14665","15736","20260506",""
"20260503","9호선2~3단계","삼성중앙","2469","2448","20260506",""
"20260503","9호선2~3단계","선정릉","3799","4478","20260506",""
"20260503","9호선2~3단계","언주","4199","4278","20260506",""
"20260503","9호선","신논현","18155","18275","20260506",""
"20260503","9호선","사평","1964","1929","20260506",""
"20260503","9호선","고속터미널","16027","23348","20260506",""
"20260503","9호선","신반포","2473","2559","20260506",""
"20260503","9호선","구반포","340","391","20260506",""
"20260503","9호선","동작(현충원)","1161","1153","20260506",""
"20260503","9호선","흑석(중앙대입구)","4311","4484","20260506",""
"20260503","9호선","노들","2869","2547","20260506",""
"20260503","9호선","노량진","16479","17284","20260506",""
"20260503","9호선","샛강","2376","2189","20260506",""
"20260503","9호선","여의도","12992","12013","20260506",""
"20260503","9호선","국회의사당","7006","6818","20260506",""
"20260503","9호선","당산","10433","10495","20260506",""
"20260503","9호선","선유도","3293","3280","20260506",""
"20260503","9호선","신목동","2056","1910","20260506",""
"20260503","9호선","염창","10207","9963","20260506",""
"20260503","9호선","등촌","5962","6112","20260506",""
"20260503","9호선","증미","2892","3024","20260506",""
"20260503","9호선","가양","12718","12314","20260506",""
"20260503","9호선","양천향교","4614","4895","20260506",""
"20260503","9호선","마곡나루(서울식물원)","8081","7578","20260506",""
"20260503","9호선","신방화","3918","3977","20260506",""
"20260503","9호선","공항시장","1787","1949","20260506",""
"20260503","9호선","김포공항","5298","9429","20260506",""
"20260503","9호선","개화","1137","948","20260506",""
"20260503","8호선","남위례","3878","3776","20260506",""
"20260503","8호선","모란","3102","2499","20260506",""
"20260503","8호선","수진","3772","3513","20260506",""
"20260503","8호선","신흥","3342","3524","20260506",""
"20260503","8호선","단대오거리","5933","6018","20260506",""
"20260503","8호선","남한산성입구(성남법원.검찰청)","6287","5802","20260506",""
"20260503","8호선","산성","3032","3291","20260506",""
"20260503","8호선","복정","5107","4764","20260506",""
"20260503","8호선","장지","9612","9299","20260506",""
"20260503","8호선","문정","6802","7063","20260506",""
"20260503","8호선","가락시장","3692","4660","20260506",""
"20260503","8호선","송파","5388","5391","20260506",""
"20260503","8호선","석촌","5456","6646","20260506",""
"20260503","8호선","잠실(송파구청)","16491","18924","20260506",""
"20260503","8호선","몽촌토성(평화의문)","5137","5176","20260506",""
"20260503","8호선","강동구청","5444","5429","20260506",""
"20260503","8호선","천호(풍납토성)","11578","13168","20260506",""
"20260503","8호선","암사","8616","8402","20260506",""
"20260503","8호선","암사역사공원","3409","3212","20260506",""
"20260503","2호선","문래","9079","9802","20260506",""
"20260503","2호선","방배","7073","7345","20260506",""
"20260504","2호선","서울대입구(관악구청)","50727","48802","20260507",""
"20260504","2호선","낙성대(강감찬)","28550","27984","20260507",""
"20260504","2호선","사당","42418","47147","20260507",""
"20260504","2호선","방배","18587","19207","20260507",""
"20260504","2호선","서초","19903","18892","20260507",""
"20260504","2호선","교대(법원.검찰청)","29877","35996","20260507",""
"20260504","2호선","강남","84694","83040","20260507",""
"20260504","2호선","역삼","43153","48121","20260507",""
"20260504","2호선","선릉","54657","47954","20260507",""
"20260504","2호선","삼성(무역센터)","48022","47425","20260507",""
"20260504","2호선","종합운동장","7619","8550","20260507",""
"20260504","2호선","잠실새내","25123","24629","20260507",""
"20260504","2호선","잠실(송파구청)","92544","90862","20260507",""
"20260504","2호선","잠실나루","16726","16108","20260507",""
"20260504","2호선","강변(동서울터미널)","31485","27313","20260507",""
"20260504","2호선","구의(광진구청)","29526","29037","20260507",""
"20260504","2호선","건대입구","45457","47022","20260507",""
"20260504","2호선","성수","78658","84875","20260507",""
"20260504","2호선","뚝섬","31432","31835","20260507",""
"20260504","2호선","한양대","16819","18735","20260507",""
"20260504","2호선","왕십리(성동구청)","18216","16410","20260507",""
"20260504","2호선","상왕십리","14832","14421","20260507",""
"20260504","2호선","신당","16339","17140","20260507",""
"20260504","2호선","동대문역사문화공원(DDP)","18919","21568","20260507",""
"20260504","2호선","을지로4가","17046","16785","20260507",""
"20260504","2호선","을지로3가","27384","28328","20260507",""
"20260504","2호선","을지로입구","58888","58941","20260507",""
"20260504","2호선","시청","27869","25385","20260507",""
"20260504","1호선","동묘앞","11969","13104","20260507",""
"20260504","1호선","청량리(서울시립대입구)","25576","25507","20260507",""
"20260504","1호선","제기동","17544","18090","20260507",""
"20260504","1호선","신설동","15391","14610","20260507",""
"20260504","1호선","동대문","17677","17491","20260507",""
"20260504","1호선","종로5가","27334","26333","20260507",""
"20260504","1호선","종로3가","28146","25431","20260507",""
"20260504","1호선","종각","42016","40106","20260507",""
"20260504","1호선","시청","27831","27978","20260507",""
"20260504","1호선","서울역","85326","80521","20260507",""
"20260504","2호선","용답","3413","3426","20260507",""
"20260504","2호선","신대방","25746","24540","20260507",""
"20260504","2호선","구로디지털단지","56737","56936","20260507",""
"20260504","2호선","대림(구로구청)","25717","26031","20260507",""
"20260504","2호선","신도림","50008","48299","20260507",""
"20260504","2호선","문래","23276","24326","20260507",""
"20260504","2호선","영등포구청","23561","24276","20260507",""
"20260504","2호선","당산","20829","23057","20260507",""
"20260504","2호선","합정","33076","36757","20260507",""
"20260504","2호선","홍대입구","91747","101530","20260507",""
"20260504","2호선","신촌","45340","45617","20260507",""
"20260504","2호선","이대","21027","22882","20260507",""
"20260504","2호선","아현","11591","10849","20260507",""
"20260504","2호선","충정로(경기대입구)","9962","10470","20260507",""
"20260504","2호선","신답","1886","1967","20260507",""
"20260504","2호선","신설동","4279","3951","20260507",""
"20260504","2호선","도림천","1100","1143","20260507",""
"20260504","2호선","양천구청","6856","7191","20260507",""
"20260504","2호선","신정네거리","10333","10480","20260507",""
"20260504","2호선","용두(동대문구청)","2429","2397","20260507",""
"20260504","3호선","지축","7722","7849","20260507",""
"20260504","3호선","구파발","24084","23187","20260507",""
"20260504","3호선","연신내","40407","38462","20260507",""
"20260504","3호선","불광","17546","18772","20260507",""
"20260504","3호선","녹번","15822","14385","20260507",""
"20260504","3호선","홍제","19912","18645","20260507",""
"20260504","3호선","무악재","4430","4311","20260507",""
"20260504","3호선","독립문","8331","8793","20260507",""
"20260504","3호선","경복궁(정부서울청사)","32408","34269","20260507",""
"20260504","3호선","안국","30325","31092","20260507",""
"20260504","3호선","종로3가","11170","13448","20260507",""
"20260504","3호선","을지로3가","14804","14040","20260507",""
"20260504","3호선","충무로","7","0","20260507",""
"20260504","3호선","동대입구","11821","13873","20260507",""
"20260504","3호선","약수","13519","12992","20260507",""
"20260504","3호선","금호","8380","7816","20260507",""
"20260504","3호선","옥수","9973","10244","20260507",""
"20260504","3호선","압구정","30626","33082","20260507",""
"20260504","3호선","신사","27303","28625","20260507",""
"20260504","3호선","잠원","7805","7238","20260507",""
"20260504","3호선","고속터미널","58356","52475","20260507",""
"20260504","3호선","교대(법원.검찰청)","16102","9071","20260507",""
"20260504","3호선","남부터미널(예술의전당)","31578","30702","20260507",""
"20260504","3호선","양재(서초구청)","33853","35963","20260507",""
"20260504","3호선","매봉","12431","11876","20260507",""
"20260504","3호선","도곡","5817","5636","20260507",""
"20260504","2호선","신림","57899","57567","20260507",""
"20260504","3호선","대치","11971","11712","20260507",""
"20260504","2호선","봉천","25242","23794","20260507",""
"20260504","6호선","증산(명지대앞)","10009","9850","20260507",""
"20260504","4호선","창동","29438","30895","20260507",""
"20260504","4호선","쌍문","31226","28904","20260507",""
"20260504","4호선","수유(강북구청)","37823","38040","20260507",""
"20260504","4호선","미아(서울사이버대학)","17551","17019","20260507",""
"20260504","4호선","미아사거리","27570","27570","20260507",""
"20260504","4호선","길음","22949","22550","20260507",""
"20260504","4호선","성신여대입구(돈암)","26181","25713","20260507",""
"20260504","4호선","한성대입구(삼선교)","17156","16515","20260507",""
"20260504","4호선","혜화","39532","39457","20260507",""
"20260504","4호선","동대문","27705","28619","20260507",""
"20260504","4호선","동대문역사문화공원(DDP)","25565","21735","20260507",""
"20260504","4호선","충무로","36465","37901","20260507",""
"20260504","4호선","명동","49617","51908","20260507",""
"20260504","4호선","회현(남대문시장)","35435","37252","20260507",""
"20260504","4호선","서울역","13986","24420","20260507",""
"20260504","4호선","숙대입구(갈월)","17464","17058","20260507",""
"20260504","4호선","삼각지(전쟁기념관)","6864","8170","20260507",""
"20260504","4호선","신용산","23419","25306","20260507",""
"20260504","4호선","이촌(국립중앙박물관)","15804","16884","20260507",""
"20260504","4호선","동작(현충원)","2456","2621","20260507",""
"20260504","4호선","총신대입구(이수)","21067","22835","20260507",""
"20260504","4호선","사당","26992","24110","20260507",""
"20260504","4호선","남태령","1317","1027","20260507",""
"20260504","5호선","방화","7591","7315","20260507",""
"20260504","5호선","개화산","6241","6149","20260507",""
"20260504","5호선","김포공항","13908","8853","20260507",""
"20260504","5호선","송정","6853","6513","20260507",""
"20260504","5호선","마곡","16041","16262","20260507",""
"20260504","5호선","발산","24391","25229","20260507",""
"20260504","5호선","우장산","16028","15937","20260507",""
"20260504","5호선","화곡","30370","28397","20260507",""
"20260504","5호선","까치산","29519","28559","20260507",""
"20260504","5호선","신정(은행정)","14090","11547","20260507",""
"20260504","5호선","목동","17116","18475","20260507",""
"20260504","5호선","오목교(목동운동장앞)","21758","23274","20260507",""
"20260504","5호선","양평","8297","8066","20260507",""
"20260504","5호선","영등포구청","5314","5344","20260507",""
"20260504","5호선","영등포시장","12779","12952","20260507",""
"20260504","5호선","신길","5571","5588","20260507",""
"20260504","5호선","여의도","29599","31520","20260507",""
"20260504","5호선","여의나루","27835","30112","20260507",""
"20260504","5호선","마포","14832","15148","20260507",""
"20260504","5호선","공덕","14101","14578","20260507",""
"20260504","5호선","애오개","6754","6416","20260507",""
"20260504","5호선","충정로(경기대입구)","4761","4885","20260507",""
"20260504","5호선","서대문","18563","18768","20260507",""
"20260504","5호선","광화문(세종문화회관)","38130","41057","20260507",""
"20260504","5호선","종로3가","19269","21037","20260507",""
"20260504","5호선","을지로4가","7890","7556","20260507",""
"20260504","5호선","동대문역사문화공원(DDP)","3191","3610","20260507",""
"20260504","5호선","청구","3663","3533","20260507",""
"20260504","5호선","신금호","6349","6807","20260507",""
"20260504","5호선","행당","8141","7098","20260507",""
"20260504","5호선","왕십리(성동구청)","5142","5950","20260507",""
"20260504","5호선","마장","6355","6100","20260507",""
"20260504","5호선","답십리","16536","15079","20260507",""
"20260504","5호선","장한평","20116","20047","20260507",""
"20260504","5호선","군자(능동)","12938","14619","20260507",""
"20260504","5호선","아차산(어린이대공원후문)","16549","16651","20260507",""
"20260504","5호선","광나루(장신대)","11507","11067","20260507",""
"20260504","5호선","천호(풍납토성)","23109","22461","20260507",""
"20260504","5호선","강동","18919","17973","20260507",""
"20260504","5호선","길동","10038","10131","20260507",""
"20260504","5호선","굽은다리(강동구민회관앞)","10571","9969","20260507",""
"20260504","5호선","명일","8435","8325","20260507",""
"20260504","5호선","고덕","11594","11292","20260507",""
"20260504","5호선","상일동","14984","13986","20260507",""
"20260504","5호선","둔촌동","14068","13870","20260507",""
"20260504","5호선","올림픽공원(한국체대)","5556","4795","20260507",""
"20260504","5호선","방이","7079","7234","20260507",""
"20260504","5호선","오금","3783","3811","20260507",""
"20260504","5호선","개롱","6884","6972","20260507",""
"20260504","5호선","거여","10434","10190","20260507",""
"20260504","5호선","마천","7564","6687","20260507",""
"20260504","5호선","강일","6606","5994","20260507",""
"20260504","5호선","미사","19938","20495","20260507",""
"20260504","5호선","하남풍산","4853","4728","20260507",""
"20260504","5호선","하남시청(덕풍·신장)","10093","9432","20260507",""
"20260504","5호선","하남검단산","7466","7189","20260507",""
"20260504","6호선","응암","19487","19084","20260507",""
"20260504","6호선","역촌","4102","4703","20260507",""
"20260504","6호선","불광","5026","4717","20260507",""
"20260504","6호선","독바위","2647","2798","20260507",""
"20260504","6호선","연신내","5","0","20260507",""
"20260504","6호선","구산","8660","6580","20260507",""
"20260504","6호선","새절(신사)","13517","12728","20260507",""
"20260504","6호선","디지털미디어시티","14718","15522","20260507",""
"20260504","중앙선","지평","60","100","20260507",""
"20260504","중앙선","용문","2306","2336","20260507",""
"20260504","중앙선","원덕","395","364","20260507",""
"20260504","중앙선","양평","3739","3746","20260507",""
"20260504","중앙선","오빈","364","350","20260507",""
"20260504","중앙선","아신","638","653","20260507",""
"20260504","중앙선","국수","806","811","20260507",""
"20260504","중앙선","신원","290","238","20260507",""
"20260504","중앙선","양수","2229","2172","20260507",""
"20260504","중앙선","운길산","986","897","20260507",""
"20260504","중앙선","팔당","1094","1230","20260507",""
"20260504","중앙선","도심","3063","2383","20260507",""
"20260504","중앙선","덕소","6021","6096","20260507",""
"20260504","중앙선","양정","565","492","20260507",""
"20260504","중앙선","도농","10060","9318","20260507",""
"20260504","중앙선","구리","8031","8512","20260507",""
"20260504","중앙선","양원","3288","3252","20260507",""
"20260504","중앙선","망우","8559","8204","20260507",""
"20260504","중앙선","상봉","6432","6526","20260507",""
"20260504","중앙선","중랑","6009","5712","20260507",""
"20260504","중앙선","회기","32159","30609","20260507",""
"20260504","장항선","신창(순천향대)","3545","3669","20260507",""
"20260504","장항선","온양온천","6993","7037","20260507",""
"20260504","장항선","배방","1806","1725","20260507",""
"20260504","장항선","탕정","3060","2475","20260507",""
"20260504","장항선","아산","5695","4877","20260507",""
"20260504","장항선","쌍용(나사렛대)","3951","3876","20260507",""
"20260504","장항선","봉명","1583","1615","20260507",""
"20260504","일산선","대화","11145","9036","20260507",""
"20260504","일산선","주엽","10100","9712","20260507",""
"20260504","일산선","정발산","10144","10581","20260507",""
"20260504","일산선","마두","8826","8705","20260507",""
"20260504","일산선","백석","11125","11629","20260507",""
"20260504","일산선","대곡","12108","10852","20260507",""
"20260504","일산선","화정","19101","19798","20260507",""
"20260504","일산선","원당","12855","12305","20260507",""
"20260504","일산선","삼송","21607","20955","20260507",""
"20260504","일산선","지축","1","0","20260507",""
"20260504","일산선","원흥","11917","11285","20260507",""
"20260504","우이신설선","신설동","2741","2516","20260507",""
"20260504","우이신설선","보문","1862","1834","20260507",""
"20260504","우이신설선","성신여대입구(돈암)","4331","4835","20260507",""
"20260504","우이신설선","정릉","5021","4413","20260507",""
"20260504","우이신설선","북한산보국문","6972","6345","20260507",""
"20260504","우이신설선","솔샘","6049","5550","20260507",""
"20260504","우이신설선","삼양사거리","3033","2958","20260507",""
"20260504","우이신설선","삼양","2723","2794","20260507",""
"20260504","우이신설선","화계","4165","3901","20260507",""
"20260504","우이신설선","가오리","4637","4631","20260507",""
"20260504","우이신설선","4.19민주묘지","4968","4901","20260507",""
"20260504","우이신설선","솔밭공원","2828","2719","20260507",""
"20260504","우이신설선","북한산우이","3642","3492","20260507",""
"20260504","안산선","수리산","4442","3662","20260507",""
"20260504","안산선","오이도","9061","8908","20260507",""
"20260504","안산선","정왕","12705","12507","20260507",""
"20260504","안산선","신길온천","2378","2104","20260507",""
"20260504","안산선","안산","13288","12336","20260507",""
"20260504","안산선","초지","5198","5046","20260507",""
"20260504","안산선","고잔","10201","9727","20260507",""
"20260504","안산선","중앙","21681","22824","20260507",""
"20260504","안산선","한대앞","11464","11573","20260507",""
"20260504","안산선","상록수","15656","15480","20260507",""
"20260504","안산선","반월","4695","4538","20260507",""
"20260504","안산선","대야미","5492","4794","20260507",""
"20260504","안산선","산본","18112","19465","20260507",""
"20260504","신림선","관악산(서울대)","3891","3698","20260507",""
"20260504","신림선","서울대벤처타운","10597","9633","20260507",""
"20260504","신림선","서원","3688","3215","20260507",""
"20260504","신림선","신림","2604","3157","20260507",""
"20260504","신림선","당곡","5068","4845","20260507",""
"20260504","신림선","보라매병원","8249","8562","20260507",""
"20260504","신림선","보라매공원","2546","2728","20260507",""
"20260504","신림선","보라매","4292","3888","20260507",""
"20260504","신림선","서울지방병무청","3128","3390","20260507",""
"20260504","신림선","대방","3828","2863","20260507",""
"20260504","신림선","샛강","3167","3719","20260507",""
"20260504","수인선","인천","1419","2145","20260507",""
"20260504","수인선","신포","2012","1956","20260507",""
"20260504","수인선","숭의","5078","4675","20260507",""
"20260504","수인선","인하대","9355","8789","20260507",""
"20260504","수인선","송도","2992","2577","20260507",""
"20260504","수인선","연수","5197","5093","20260507",""
"20260504","수인선","원인재","4653","5053","20260507",""
"20260504","수인선","남동인더스파크","1920","2152","20260507",""
"20260504","수인선","호구포","3978","4062","20260507",""
"20260504","수인선","인천논현","6054","6507","20260507",""
"20260504","수인선","소래포구","6524","6112","20260507",""
"20260504","수인선","월곶","3122","2867","20260507",""
"20260504","수인선","달월","112","85","20260507",""
"20260504","수인선","사리","5921","4952","20260507",""
"20260504","수인선","야목","840","677","20260507",""
"20260504","수인선","어천","1761","1648","20260507",""
"20260504","수인선","오목천","5798","4805","20260507",""
"20260504","수인선","고색","5848","5861","20260507",""
"20260504","서해선","부천종합운동장","3091","2692","20260507",""
"20260504","서해선","원종","5740","5554","20260507",""
"20260504","서해선","김포공항","3105","4427","20260507",""
"20260504","분당선","매교","5512","5437","20260507",""
"20260504","분당선","수원시청","15354","16861","20260507",""
"20260504","분당선","매탄권선","5843","5587","20260507",""
"20260504","분당선","망포","15212","14819","20260507",""
"20260504","분당선","영통","10599","10867","20260507",""
"20260504","분당선","청명","4673","4566","20260507",""
"20260504","분당선","상갈","5609","5135","20260507",""
"20260504","분당선","기흥","11501","10920","20260507",""
"20260504","분당선","신갈","5167","5064","20260507",""
"20260504","분당선","구성","7930","7695","20260507",""
"20260504","분당선","죽전","15036","16777","20260507",""
"20260504","분당선","보정","2442","2224","20260507",""
"20260504","분당선","이매","5457","5215","20260507",""
"20260504","분당선","오리","11105","9647","20260507",""
"20260504","분당선","미금","16324","16913","20260507",""
"20260504","분당선","정자","17851","18741","20260507",""
"20260504","분당선","수내","12062","12107","20260507",""
"20260504","분당선","서현","25526","25906","20260507",""
"20260504","분당선","야탑","26595","27805","20260507",""
"20260504","분당선","모란","27848","29918","20260507",""
"20260504","분당선","태평","14196","13532","20260507",""
"20260504","분당선","가천대","15306","15083","20260507",""
"20260504","분당선","선정릉","6884","6887","20260507",""
"20260504","분당선","강남구청","8636","10194","20260507",""
"20260504","분당선","압구정로데오","19212","20723","20260507",""
"20260504","분당선","서울숲","21433","22650","20260507",""
"20260504","분당선","수원","9507","9197","20260507",""
"20260504","분당선","복정","2","0","20260507",""
"20260504","분당선","수서","17635","18068","20260507",""
"20260504","분당선","대모산입구","5946","5505","20260507",""
"20260504","분당선","개포동","3807","3865","20260507",""
"20260504","분당선","구룡","3382","3255","20260507",""
"20260504","분당선","도곡","7389","7411","20260507",""
"20260504","분당선","한티","15346","15718","20260507",""
"20260504","분당선","선릉","11431","17434","20260507",""
"20260504","과천선","범계","30897","31292","20260507",""
"20260504","과천선","평촌","17112","16440","20260507",""
"20260504","과천선","인덕원","24454","24764","20260507",""
"20260504","과천선","정부과천청사","12863","13159","20260507",""
"20260504","과천선","과천","5527","4964","20260507",""
"20260504","과천선","대공원","8152","8423","20260507",""
"20260504","과천선","경마공원","925","899","20260507",""
"20260504","과천선","선바위","7464","6650","20260507",""
"20260504","공항철도 1호선","영종","5409","5400","20260507",""
"20260504","공항철도 1호선","인천공항2터미널","11597","11375","20260507",""
"20260504","공항철도 1호선","인천공항1터미널","12878","14969","20260507",""
"20260504","공항철도 1호선","공항화물청사","2027","2076","20260507",""
"20260504","공항철도 1호선","운서","10902","12165","20260507",""
"20260504","공항철도 1호선","청라국제도시","8441","8092","20260507",""
"20260504","공항철도 1호선","검암","6225","6279","20260507",""
"20260504","공항철도 1호선","계양","9609","9660","20260507",""
"20260504","공항철도 1호선","김포공항","8433","4689","20260507",""
"20260504","공항철도 1호선","마곡나루(서울식물원)","11337","12139","20260507",""
"20260504","공항철도 1호선","디지털미디어시티","13272","12697","20260507",""
"20260504","공항철도 1호선","홍대입구","20719","18398","20260507",""
"20260504","공항철도 1호선","공덕","3300","4073","20260507",""
"20260504","공항철도 1호선","서울역","16092","12976","20260507",""
"20260504","경춘선","춘천","2639","2522","20260507",""
"20260504","경춘선","남춘천","3865","4164","20260507",""
"20260504","경춘선","김유정","633","617","20260507",""
"20260504","경춘선","강촌","578","581","20260507",""
"20260504","경춘선","백양리","96","110","20260507",""
"20260504","경춘선","굴봉산","172","155","20260507",""
"20260504","경춘선","가평","2528","2480","20260507",""
"20260504","경춘선","상천","370","363","20260507",""
"20260504","경춘선","청평","2299","2209","20260507",""
"20260504","경춘선","대성리","784","1300","20260507",""
"20260504","경춘선","마석","4886","4865","20260507",""
"20260504","경춘선","천마산","1894","1806","20260507",""
"20260504","경춘선","평내호평","7541","7312","20260507",""
"20260504","경춘선","금곡","1931","1854","20260507",""
"20260504","경춘선","사릉","2494","2395","20260507",""
"20260504","경춘선","퇴계원","3859","3419","20260507",""
"20260504","경춘선","별내","2905","2595","20260507",""
"20260504","경춘선","갈매","2954","2589","20260507",""
"20260504","경춘선","신내","3085","2957","20260507",""
"20260504","경인선","도화","4158","3865","20260507",""
"20260504","경인선","중동","9585","8886","20260507",""
"20260504","경인선","온수(성공회대입구)","6786","6218","20260507",""
"20260504","경인선","도원","3052","3150","20260507",""
"20260504","경인선","간석","6199","5728","20260507",""
"20260504","경인선","부개","8902","8135","20260507",""
"20260504","경인선","소사","8583","7996","20260507",""
"20260504","경인선","구일","7449","7410","20260507",""
"20260504","경인선","인천","4875","4050","20260507",""
"20260504","경인선","동인천","14489","13581","20260507",""
"20260504","경인선","제물포","11546","10748","20260507",""
"20260504","경인선","주안","20902","18521","20260507",""
"20260504","경인선","동암","16094","16045","20260507",""
"20260504","경인선","백운","7269","6970","20260507",""
"20260504","경인선","부평","34203","36388","20260507",""
"20260504","경인선","송내","27478","26745","20260507",""
"20260504","경인선","부천","33839","34103","20260507",""
"20260504","경인선","역곡","28989","28423","20260507",""
"20260504","경인선","오류동","12271","11430","20260507",""
"20260504","경인선","개봉","24506","23815","20260507",""
"20260504","경의선","운천","2","2","20260507",""
"20260504","경의선","임진강","29","38","20260507",""
"20260504","경의선","문산","7002","6830","20260507",""
"20260504","경의선","파주","1662","1458","20260507",""
"20260504","경의선","월롱","1999","1770","20260507",""
"20260504","경의선","금촌","7343","7165","20260507",""
"20260504","경의선","금릉","5774","5503","20260507",""
"20260504","경의선","운정","8478","8047","20260507",""
"20260504","경의선","야당","8477","8906","20260507",""
"20260504","경의선","탄현","8372","7916","20260507",""
"20260504","경의선","일산","10974","10751","20260507",""
"20260504","경의선","풍산","6753","6434","20260507",""
"20260504","경의선","백마","8059","7658","20260507",""
"20260504","경의선","곡산","645","698","20260507",""
"20260504","경의선","능곡","4655","4400","20260507",""
"20260504","경의선","행신","8056","8183","20260507",""
"20260504","경의선","강매","3331","2743","20260507",""
"20260504","경의선","한국항공대","4232","3993","20260507",""
"20260504","경의선","수색","3234","3306","20260507",""
"20260504","경의선","디지털미디어시티","2803","2816","20260507",""
"20260504","경의선","가좌","6637","6351","20260507",""
"20260504","경의선","홍대입구","3100","3700","20260507",""
"20260504","경의선","서강대","2731","2678","20260507",""
"20260504","경의선","공덕","4412","3642","20260507",""
"20260504","경의선","효창공원앞","3492","3807","20260507",""
"20260504","경의선","신촌","1100","1517","20260507",""
"20260504","경의선","서울역","3901","4899","20260507",""
"20260504","경원선","연천","1305","1210","20260507",""
"20260504","경원선","전곡","1993","1799","20260507",""
"20260504","경원선","청산","169","144","20260507",""
"20260504","경원선","소요산","1905","1903","20260507",""
"20260504","경원선","동두천","1855","1813","20260507",""
"20260504","경원선","보산","1551","1642","20260507",""
"20260504","경원선","동두천중앙","3401","3129","20260507",""
"20260504","경원선","지행","7395","7427","20260507",""
"20260504","경원선","덕정","7438","6855","20260507",""
"20260504","경원선","덕계","7682","7040","20260507",""
"20260504","경원선","양주","7964","7766","20260507",""
"20260504","경원선","녹양","5072","4701","20260507",""
"20260504","경원선","가능","7239","6923","20260507",""
"20260504","경원선","의정부","22692","23070","20260507",""
"20260504","경원선","회룡","14720","14919","20260507",""
"20260504","경원선","망월사","10718","10562","20260507",""
"20260504","경원선","도봉산","8433","5747","20260507",""
"20260504","경원선","도봉","6412","6140","20260507",""
"20260504","경원선","방학","10999","10743","20260507",""
"20260504","경원선","창동","8","0","20260507",""
"20260504","경원선","녹천","4861","3968","20260507",""
"20260504","경원선","월계","7924","7398","20260507",""
"20260504","경원선","광운대","9933","9715","20260507",""
"20260504","경원선","석계","8481","9010","20260507",""
"20260504","경원선","신이문","9386","8551","20260507",""
"20260504","경원선","외대앞","14822","14784","20260507",""
"20260504","경원선","청량리(서울시립대입구)","20175","19921","20260507",""
"20260504","경원선","왕십리(성동구청)","18678","18493","20260507",""
"20260504","경원선","응봉","2197","1741","20260507",""
"20260504","경원선","옥수","72","43","20260507",""
"20260504","경원선","한남","3966","3973","20260507",""
"20260504","경원선","서빙고","2651","2327","20260507",""
"20260504","경원선","이촌(국립중앙박물관)","4348","3606","20260507",""
"20260504","경부선","광명","3973","2993","20260507",""
"20260504","경부선","서동탄","1575","1289","20260507",""
"20260504","경부선","당정","7102","6594","20260507",""
"20260504","경부선","천안","9365","8200","20260507",""
"20260504","경부선","두정","10215","11795","20260507",""
"20260504","경부선","직산","1212","1142","20260507",""
"20260504","경부선","성환","7631","7249","20260507",""
"20260504","경부선","평택","16710","16799","20260507",""
"20260504","경부선","평택지제","5333","4975","20260507",""
"20260504","경부선","서정리","10177","9826","20260507",""
"20260504","경부선","송탄","4939","4793","20260507",""
"20260504","경부선","진위","1611","1548","20260507",""
"20260504","경부선","오산","12506","12616","20260507",""
"20260504","경부선","오산대","4417","4083","20260507",""
"20260504","경부선","세마","3810","3529","20260507",""
"20260504","경부선","병점","18810","18687","20260507",""
"20260504","경부선","세류","3932","3499","20260507",""
